collected_videos_count,collection_time,id,nickname,followers,hearts
10.0,1674148872666.0,mikolantrinh,Miko Lan Trinh,387500.0,4000000.0
10.0,1674150990955.0,thaohuongssh,Tháº£o HÆ°Æ¡ng,2900000.0,126100000.0
10.0,1674148611238.0,chaubui,Chau Bui,1600000.0,27100000.0
10.0,1674148666065.0,nhatquyhhh,Yiu,489600.0,6600000.0
10.0,1674148593010.0,khaofficial.vn,Pages: KHA. Insta: khaofficial,119600.0,732100.0
10.0,1674149369302.0,koise.studio,KoisÃ©.studio,589.0,3228.0
10.0,1674149964694.0,hathaohani,Háº¡ Tháº£o Hani,406400.0,3300000.0
10.0,1674148497210.0,quyenquibaby.naau,ğŸ…€ğŸ…„ğŸ…ˆğŸ„´ğŸ„½ ğŸ…€ğŸ…„ğŸ„¸ğŸ€,717700.0,11300000.0
10.0,1674148940258.0,iammeoangel,MÃ¨o Sao Hoáº£ ğŸ¾,3800000.0,93800000.0
10.0,1674148661017.0,emilyng_official,Ngon VÃ  Khoáº» CÃ¹ng Emily,435100.0,3800000.0
10.0,1674148542177.0,phuongwgiangg,PhÆ°Æ¡ng Giang,131700.0,1200000.0
10.0,1674149125539.0,caocaobycaochen,caocaobycaochen,77300.0,601400.0
10.0,1674148603507.0,lyxinhnhat,ğ™‡ğ™®ğ™­ğ™ğ™£ğ™ğ™£ğ™ğ™–ğ™©,441200.0,14600000.0
10.0,1674148540417.0,lucienguyenlove,Lucie nguyen,362000.0,6000000.0
10.0,1674149058446.0,dkmv.vn,DKMV BRAND,76100.0,163600.0
10.0,1674149050805.0,dravy13,Dra Vy,113000.0,3300000.0
10.0,1674149246100.0,elpisclothing,ELPIS Clothing,10100.0,13500.0
10.0,1674148640981.0,lehaanh3108,LÃª Háº¡ Anh,719000.0,8800000.0
10.0,1674148444398.0,vansat97,Tráº§n VÃ¢n,1100000.0,15900000.0
10.0,1674149128608.0,harrietdesigning,Harriet,401.0,1277.0
10.0,1674149081926.0,toonanana,Há»“ng Tuyáº¿t,161100.0,999000.0
10.0,1674149672426.0,thaoo_dangg,Tháº»o Tháº»o,92900.0,1100000.0
10.0,1674148583261.0,chipupu,Chi Pu,3200000.0,30400000.0
10.0,1674148567888.0,itsphuongly91,Itâ€™s PhuongLy,1278.0,15400.0
10.0,1674149415595.0,ivonedieulinh.official,Ivone Diá»‡u Linh,38200.0,560400.0
10.0,1674150073030.0,herlyshop,Herlyshop,32500.0,51300.0
10.0,1674148532943.0,labellestore,LaBelleStore,68000.0,421000.0
10.0,1674148750312.0,myhuyen_channel,Má»¹ Huyá»n Channel,1100000.0,11400000.0
10.0,1674148519748.0,nplinhh,Nplinh,98700.0,993100.0
10.0,1674148508463.0,tombiheo,Phuong Ha,116400.0,943100.0
10.0,1674148611134.0,doha_20.07,Äá»— Thá»‹ HÃ ,729600.0,19400000.0
10.0,1674148719635.0,thuylinnvu,Keomeo100lan,2747.0,10100.0
10.0,1674149253711.0,rubycharmm,Rubycharmmâœ¨,35500.0,441500.0
10.0,1674148888529.0,trangtrang.tran,T r a n g,20100.0,109900.0
10.0,1674148648527.0,lebong95,Le bong,9200000.0,211200000.0
10.0,1674148666992.0,lcling15,Lá»¥c Linh,847100.0,6900000.0
10.0,1674234859870.0,regods.club,Regods Club,112500.0,2000000.0
10.0,1674148610022.0,mosohali12,Mosohali,2889.0,23100.0
10.0,1674148612651.0,nganxumii,NgÃ¢n Xumii (review Ä‘á»“ body),14900.0,134000.0
10.0,1674149562868.0,dzungbiezhcm,Dzung Biez Store HCM,179.0,344.0
10.0,1674149666828.0,lingg2809,HÃ  ğŸ’‹,4700000.0,145700000.0
10.0,1674149118439.0,wyntracyyhihi,Wyn,146100.0,1100000.0
10.0,1674148851065.0,chauanh13702,LÃª Ngá»c ChÃ¢u Anh,209700.0,2600000.0
10.0,1674149127471.0,hangtrinh.luna,Luna,686800.0,16800000.0
10.0,1674148823347.0,llesuuu,Lesustore,437.0,9163.0
10.0,1674148672230.0,jukysan,Juky San,859100.0,10100000.0
10.0,1674149401821.0,yaya_truongnhi,Yaya Truong Nhi,561700.0,3800000.0
10.0,1674148967223.0,haingannnnnn,Tráº§n Háº£i NgÃ¢n,197600.0,1700000.0
10.0,1674149347958.0,im.lyy_,im.lyy_,58300.0,730000.0
10.0,1674149432979.0,hoaa.hanassii,ÄÃ o LÃª PhÆ°Æ¡ng Hoa,13600000.0,336200000.0
10.0,1674150266746.0,anzzuuuuuuuu,DÆ°Æ¡ng Vi,146500.0,2000000.0
10.0,1674150089176.0,khvan19,KhÃ¡nh VÃ¢n,1700000.0,37900000.0
10.0,1674148640244.0,dzudzudzu206,Duong Tu Anh,44100.0,256400.0
10.0,1674148619543.0,ennieph,Em Ennie hÆ¡i Ä‘iá»‡u,175000.0,940000.0
10.0,1674148451711.0,vngtam28,ğ“·ğ“°ğ“¸ğ“¬ ğ“½ğ“ªÌ‚ğ“¶ ğŸ¥´,393800.0,13000000.0
10.0,1674149112747.0,somaly_nguyen,somaly_ng,2346.0,578.0
10.0,1674148512116.0,tuyetofficial,TUYáº¾T Official,1200000.0,16400000.0
10.0,1674149103382.0,drimwe,DRIM-WE,22.0,110.0
10.0,1674148620060.0,djmievn,Dj Mie,7400000.0,117600000.0
10.0,1674149138423.0,salimhwg,Sa Lim,241600.0,2400000.0
10.0,1674149019045.0,millieduong,â™¡ ğ“¶ğ“²ğ“µğ“µğ“²ğ“® â™¡,5891.0,135200.0
10.0,1674149156178.0,kiekhah,miağŸ¤,44900.0,448900.0
10.0,1674148860008.0,msic.vn,Mom Says Iâ€™m Cool,123800.0,32400.0
10.0,1674148572538.0,thuykieu_2802,ThÃºy Kiá»u,1900000.0,22300000.0
10.0,1674148832570.0,mei.mei.19,Mei.Mei_,1028.0,23900.0
10.0,1674148664727.0,mcthanhthanhhuyen,MC Thanh Thanh Huyá»n,729100.0,16700000.0
10.0,1674148686144.0,tranghy.1603,tranghy.1603,1200000.0,7700000.0
10.0,1674148427276.0,yoona.fandc,Yoona F&C,92400.0,974600.0
10.0,1674148883759.0,khanhdol,Ngan Khanh,62500.0,158100.0
10.0,1674148602635.0,phuonglytran,PhÆ°Æ¡ng Ly Tráº§n,733300.0,7100000.0
10.0,1674148584346.0,midu_official,Midu ,1700000.0,11100000.0
10.0,1674148589973.0,huonggiangofficial,HÆ¯Æ NG GIANG,3300000.0,50700000.0
10.0,1674148547661.0,nguyenhuongly.official,Nguyá»…n HÆ°Æ¡ng Ly,4400000.0,48500000.0
10.0,1674148656505.0,truoghoagmaianh,TrÆ°Æ¡ng HoÃ ng Mai Anh,161300.0,1300000.0
10.0,1674148700688.0,hathu.official,HÃ€ THU,475100.0,5200000.0
10.0,1674148550573.0,hong_leee,ğŸ“ Há»“ng LÃª ğŸ“,1400000.0,20300000.0
10.0,1674149259841.0,dhoa133,Karlie ğŸ’–,514.0,7550.0
10.0,1674236373491.0,chau.kim.sang,Chau Kim Sang,25400.0,339100.0
10.0,1674148909515.0,thuydiary,Thuy Anh,3283.0,112200.0
10.0,1674148794533.0,thuxbao_,THÆ¯ PAO ğŸ»,578100.0,17200000.0
10.0,1674148745844.0,chanreen_mise,Chanreen.mise,547.0,337.0
10.0,1674148648910.0,liuuuliuu,Liuuuliuu,182100.0,1700000.0
10.0,1674148614850.0,annetran020202,Mary-Anne Tran,29500.0,189000.0
10.0,1674149523541.0,quanhbunny,Nguyá»…n Ngá»c Quáº¿ Anh,108000.0,977200.0
10.0,1674148602018.0,ruchandesign,Ruchandesign,3119.0,20800.0
10.0,1674149690601.0,ameemee_m,AMEE,1700000.0,12200000.0
10.0,1674151120004.0,gamkami,Gáº¥m Kami,9800000.0,178800000.0
10.0,1674148849534.0,hahongduyen,Háº¡ Há»“ng DuyÃªn,22700.0,194400.0
10.0,1674148738239.0,pukadv,Puka,2000000.0,13500000.0
10.0,1674150074168.0,dieunhiofficial,Diá»‡u Nhi,2800000.0,28400000.0
10.0,1674149229432.0,thocahouse,THOCAHOUSE,142100.0,1700000.0
10.0,1674148570871.0,phuongha96_,PhÆ°Æ¡ng HÃ ,62100.0,541500.0
10.0,1674148571360.0,ngolanhuong04,NgÃ´ Lan HÆ°Æ¡ng,732800.0,11000000.0
10.0,1674150515726.0,anvy.official,An Vy Official,696300.0,4600000.0
10.0,1674148605886.0,ngoc_kara90,Ngá»c Kara,251300.0,2200000.0
10.0,1674149058042.0,nguyenlevi,ğ—©ğŸ’•,65800.0,454900.0
10.0,1674148674405.0,daongoctran,ÄÃ o Ngá»c TrÃ¢n,54600.0,149000.0
10.0,1674148644896.0,_mia.ngn,Mia Nguyen âœ…,130500.0,2900000.0
10.0,1674148853434.0,donganhquynhh,Dong Anh Quynh,180900.0,1900000.0
10.0,1674149085398.0,junvu.official,JUNVU,527000.0,4100000.0
10.0,1674148611342.0,khanhvanofficial,KhanhVanOfficial,1600000.0,40500000.0
10.0,1674149036289.0,dramakinglndx,Linh Ngá»c ÄÃ m,5700000.0,114400000.0
10.0,1674148614088.0,caliestore,CALIE Store,119.0,1101.0
10.0,1674148558693.0,ilikeboutique,I.Like.Boutique,85.0,491.0
10.0,1674149244713.0,buibichphuongofficial,BÃ­ch PhÆ°Æ¡ng,1100000.0,5100000.0
10.0,1674148724144.0,maxyworkshop,MaxyWorkshop,1224.0,2028.0
10.0,1674235512453.0,moxyshop,MOXY,155900.0,1500000.0
10.0,1674148688858.0,vu.thanh.van,VÅ© Thanh VÃ¢n,68800.0,980200.0
10.0,1674149221751.0,kaityofficial,Kaity Nguyen,617400.0,3600000.0
10.0,1674149801223.0,zixinhdep,Zika_hilağŸ§šğŸ¿â€â™€ï¸,2300000.0,58600000.0
10.0,1674148672989.0,nghonghanh41,Háº¡nh Nguyá»…n Há»“ng,281100.0,5200000.0
10.0,1674148456318.0,thanhtranofficial,Thanh Tráº§n,1600000.0,34000000.0
10.0,1674148631063.0,etro.gang,Etro.Gang,3585.0,16100.0
10.0,1674148988299.0,cocosin.official,COCOSIN,28300.0,241800.0
10.0,1674148505309.0,xesi_official,XESI,450100.0,4600000.0
10.0,1674148610016.0,t.2204,ğ•¿ğ–šğ–“ğ–ğ– thÃ­ch cÆ°á»i ğŸ¥¬,613300.0,10700000.0
10.0,1674149346381.0,noo_store.vn,NooStore,1835.0,3457.0
10.0,1674148761310.0,lilly.luta,Lilly Luta,986500.0,5300000.0
10.0,1674148882470.0,xxme.vn,XXME OFFICIAL,13300.0,139600.0
10.0,1674148974828.0,slyclothing.vn,SLY,40300.0,182600.0
10.0,1674148428614.0,trangnhenhang910,Trang Nháº¹ NhÃ ng,18400.0,140800.0
10.0,1674148628895.0,ribisachi36,Ribi Sachi,1300000.0,6500000.0
10.0,1674148997108.0,quincquynhchau,Cháº¿ Ng Quá»³nh ChÃ¢u,201900.0,2800000.0
10.0,1674148597949.0,nhilay1size,@Nhi Láº§y ğŸ­,2900000.0,53300000.0
10.0,1674148401735.0,vivianhoang209,VÃ• HOÃ€NG Yáº¾N,2300000.0,42200000.0
10.0,1674148623449.0,rubynguyen.14,ğŸ”± Ruby Nguyá»…n ğŸ”±,121800.0,1000000.0
10.0,1674149347104.0,freedyhomeweardesign,Freedy Homewear,622.0,1933.0
10.0,1674149139066.0,hennieofficial,Hen Nie,1300000.0,18100000.0
10.0,1674148670900.0,charme_store,Charme Store,83700.0,508900.0
10.0,1674149729817.0,bau.krysie,Bau Krysie,430200.0,4900000.0
10.0,1674148895362.0,25mihustore,25Mihustore,960.0,12500.0
10.0,1674148525305.0,palette.accessories,Tiá»‡m trang sá»©c PALETTE,3.0,37.0
10.0,1674149805885.0,phuonglinhvo97,Plinhhhhh,18300.0,71900.0
10.0,1674148960832.0,missxushop,missxushop,63.0,49.0
10.0,1674149918701.0,zinniaboutique,Zinniaboutique,162.0,81.0
10.0,1674148916445.0,sheshoes.vn,GiÃ y cÆ°á»›i SHE SHOES,10000.0,15600.0
10.0,1674148760572.0,fm.com.vn,FM STYLE,15900.0,63600.0
10.0,1674234823891.0,jitee.store,jitee.store,56.0,164.0
10.0,1674148537215.0,lyrashop,LYRA SHOP,57900.0,459400.0
10.0,1674148742764.0,moe1m77,MoÃ¨ 1m77,398600.0,3400000.0
10.0,1674148528421.0,xuannnmai,maii,943400.0,8000000.0
10.0,1674150505826.0,mixmix.vn,Mixmix,91.0,133.0
10.0,1674148593645.0,hana.mynhan,TrÆ°Æ¡ng Má»¹ NhÃ¢n,349500.0,6100000.0
10.0,1674148923113.0,bychloenguyen,Chloe Nguyen,109900.0,1100000.0
10.0,1674149465004.0,jiin.store_,jiin.store_,116000.0,1100000.0
10.0,1674148688893.0,dieuanh.mocdang,ğŒğğ‚ ğƒğ€ğğ†,154100.0,1900000.0
10.0,1674149202923.0,myanstore,MYAN,35600.0,115100.0
10.0,1674149422085.0,nguyenyunie97,NguyÃªn Yunie ğŸ§€,21900.0,68400.0
10.0,1674148447791.0,upzstore,UPZ,7719.0,16200.0
10.0,1674151080776.0,tieu_hy26,Tiá»ƒu HÃ½,2800000.0,39400000.0
10.0,1674148488026.0,qunhlem,âœ¯â™¡ sody â™¡âœ¯,4526.0,163800.0
10.0,1674149165018.0,oia.studios,oia.studios,35100.0,249500.0
10.0,1674149080231.0,byjolievn,Byjolie,2546.0,54000.0
10.0,1674148880701.0,azeyyyyyy_,GÃ¡i máº·t cÄƒng ğŸ§ğŸ»â€â™€ï¸,175500.0,3100000.0
10.0,1674148916646.0,mayboutique,May Boutique,44200.0,362400.0
10.0,1674148606429.0,degrey.vn,CHÃš CÃ,76200.0,474300.0
10.0,1674148709882.0,thienthysaint98,â™¡ ThiÃªn Thy Saint â™¡,324200.0,3300000.0
10.0,1674149121274.0,shevietnam.vn,Shevietnam,216.0,1939.0
10.0,1674148719268.0,_lotusnie,lotusnie,16500.0,170800.0
10.0,1674149263636.0,titishop.vn,Titishop.vn,1481.0,16300.0
10.0,1674148707917.0,lienhuong212,Nguyá»…n HÆ°Æ¡ng LiÃªn,474700.0,10300000.0
10.0,1674149013210.0,hienanh_99_,Hiá»n Anh ğŸ‘»,1000000.0,12000000.0
10.0,1674148517738.0,miemyii,HÃ  My ( Miemyi ),159800.0,1900000.0
10.0,1674148722063.0,touyn.tomie,tÃ´ mÃ¬ xiaomÃ¬,6320.0,174500.0
10.0,1674149159802.0,kengx3,Kengx3,200.0,1212.0
10.0,1674150457243.0,1oak.club,1oak.club,8286.0,83700.0
10.0,1674148619943.0,dongthy_1010,ÄÃ´ng Thy,236000.0,4400000.0
10.0,1674148584562.0,iamgauzoan,iamgauzoan,3548.0,12200.0
10.0,1674149517805.0,khanhngoc_99_,KhÃ¡nh ngá»c,353500.0,3900000.0
10.0,1674149578451.0,tifdowny,TIF DOWNY ğŸ±ğŸ’‹,101500.0,3400000.0
10.0,1674148564378.0,hynkahen,Hen âœ¨,4975.0,99700.0
10.0,1674150264076.0,coccachshop,COCCACH â€¢ STREETWEAR,11000.0,101400.0
10.0,1674148877675.0,vunhatlinh_,VÅ© Nháº­t Linh â˜˜ï¸,124300.0,1400000.0
10.0,1674148542358.0,plastic.worldwide,Plastic World Wide,2665.0,13700.0
10.0,1674148870079.0,teeholic.sg,GIA ÄÃŒNH THS,74600.0,1300000.0
10.0,1674150269732.0,enhhu25,enhhu,9957.0,33400.0
10.0,1674148618017.0,nguyencaokyduyen1311,Nguyen Cao Ky Duyen,934900.0,14600000.0
10.0,1674235142537.0,minhtrieu2204,Pham Dinh Minh Trieu,89700.0,1500000.0
10.0,1674149770670.0,baokhuyensusan,Báº£o KhuyÃªn,662400.0,13100000.0
10.0,1674148591777.0,bloomode,bloomode,3903.0,38200.0
10.0,1674148666263.0,_minghang,Minghang,217.0,401.0
10.0,1674148555826.0,missoutclo,MISSOUT CLO,83200.0,719200.0
10.0,1674150043047.0,dodo18_home,DODO18 HOME,118.0,591.0
10.0,1674148529363.0,meichan02,meichannnnn,236900.0,4200000.0
10.0,1674148741792.0,dalla.saigon,Dalla Saigon,5867.0,33400.0
10.0,1674149119696.0,heradg.fashion,HeraDG Fashionâœ…,364.0,3151.0
10.0,1674148869538.0,hienhoofficial,Hiá»n Há»“,1800000.0,13200000.0
10.0,1674148872254.0,vokieuvansinger,VÃ• KIá»€U VÃ‚N,471300.0,3700000.0
10.0,1674148721014.0,nhikaty.0801,Nhi Katy,460700.0,4100000.0
10.0,1674148847404.0,realnavna,Lena  ğŸ¶âœ¨,615600.0,8400000.0
10.0,1674148995663.0,baoni_8104,Ni ni nÃ¨ ğŸ‘‰ğŸ»ğŸ‘ˆğŸ»TwinsğŸ‘¯â€â™€ï¸,355300.0,4700000.0
10.0,1674148601828.0,nhanthupham,Nhan Thu Pham,87.0,332.0
10.0,1674148619304.0,ngocthanhtamofficial,Ngá»c Thanh TÃ¢m,739600.0,12800000.0
10.0,1674148520503.0,shebyshj,She by Shj ,5508.0,16700.0
10.0,1674149474960.0,namem.official,Nguyá»…n Lá»‡ Nam Em,550400.0,6400000.0
10.0,1674148842082.0,vyphamofficial,Vy Pham,1200000.0,14200000.0
10.0,1674149133995.0,gabong1504,Pháº¡m Thanh Huyá»n,4186.0,14100.0
10.0,1674148653005.0,minanguyenxx,Mina nguyen,6227.0,19800.0
10.0,1674148744130.0,errorist.ltd,errorist.ltd,9836.0,177800.0
10.0,1674148685061.0,rimmydesign,Rimmy_Chá»¥páº£nh_khÃ´ngkhÃ³,564.0,9037.0
10.0,1674148564133.0,mignonne.inc,mignonne,28500.0,463500.0
10.0,1674148499801.0,lienanhng,Lien Anh Nguyen,3154.0,24900.0
10.0,1674149032378.0,lynhci,Cugaiquemuakhongbittrendlagi,42900.0,453100.0
10.0,1674148723370.0,kiwikimquy,Kiwi Kim QuÃ½,1800000.0,35800000.0
10.0,1674149995574.0,hanhchipp97,Háº¡nh Tráº§n,46000.0,562500.0
10.0,1674148592460.0,william.boutique,William Boutique,58.0,86.0
10.0,1674148686803.0,thelstudios,THE L STUDIOS,4878.0,34800.0
10.0,1674148624019.0,marvinle.official,Marvin Le,98.0,1191.0
10.0,1674148874197.0,anhabiii,Ãnh Abi,223500.0,5900000.0
10.0,1674149048105.0,dinhtrangthao03,Äinh Trang Tháº£o,7700000.0,260200000.0
10.0,1674149076638.0,bama.bag,BAMA BAG,12600.0,13400.0
10.0,1674150238756.0,forher.store,ForHer Store,381.0,1364.0
10.0,1674148419528.0,sovintage.vn,SÃ² Vintage,5004.0,469.0
10.0,1674234806593.0,j.uuuuudy,JUDY,33300.0,1500000.0
10.0,1674148580050.0,hongocha2511,Há»“ Ngá»c HÃ ,931700.0,6700000.0
10.0,1674149392250.0,rachstore,RÃCH STORE,217200.0,3900000.0
10.0,1674149276817.0,nha.lem,PHAN LEM (IG : _lem141),309900.0,5700000.0
10.0,1674150241529.0,nguyenminhha_,Nguyá»…n Minh HÃ ,120600.0,1400000.0
10.0,1674148620224.0,hamyyng,HÃ MyyğŸ°,154100.0,2800000.0
10.0,1674149207968.0,maithihue0810,âš”ï¸ğŸ”¥ MÃ­t ğŸ”¥âš”ï¸,797500.0,15700000.0
10.0,1674148587819.0,highclub.vn,Highclub.vn,226400.0,8000000.0
10.0,1674148893796.0,aither.studio,Aither Studio,26600.0,23300.0
10.0,1674150085073.0,mayberoom_official,Mayberoom,742.0,965.0
10.0,1674148511226.0,ribbon.workshop,Ribbon,901.0,1298.0
10.0,1674149250132.0,loviiecorner.shoes,Loviie Corner,241700.0,1700000.0
10.0,1674148701278.0,decoco.accessories,Tiá»‡m Trang Sá»©c De Coco,220400.0,2800000.0
10.0,1674148723765.0,271204.v,CemchiseeğŸ§,301900.0,4400000.0
10.0,1674148483503.0,lyliiok,Ly Lii,8679.0,362400.0
10.0,1674149317519.0,chodole,Chodole,16200.0,53600.0
10.0,1674149506873.0,minhhang2206,Minh Háº±ng,1000000.0,6400000.0
10.0,1674148533625.0,vylaii97,TÆ°á»ng Vi,315200.0,4600000.0
10.0,1674148538821.0,nguyenxuanbaohan,Baohanhan,34900.0,473800.0
10.0,1674148629610.0,adriedrose104,trangtran,58800.0,744000.0
10.0,1674148856166.0,hamystoree.vn,Hamy xin chÃ o,431.0,769.0
10.0,1674148541946.0,usthebasic,USTHEBASIC,274.0,148.0
10.0,1674148605605.0,wiwinguyen,WIWI,310.0,3790.0
10.0,1674148813609.0,thuthuy.official,Ca sÄ© Thu Thuá»· Official,345300.0,2700000.0
10.0,1674149072719.0,nene_clothing,Nene Clothing,2936.0,12000.0
10.0,1674149361741.0,phanhlee.90,PhÆ°Æ¡ng Anh LÃª,88700.0,322800.0
